sentence,sentiment,lem_words,lem_tags,word_tags
"Also, because it is so thin, it gets cold very quickly and its not that filling.",0,also be thin get cold very quickly not fill,RB VB JJ VB JJ RB RB RB VB,"['also/RB', 'be/VB', 'thin/JJ', 'get/VB', 'cold/JJ', 'very/RB', 'quickly/RB', 'not/RB', 'fill/VB']"
"Cute place, nice wait staff but would never go there again.",0,cute place nice wait staff never go there again,JJ NN JJ NN NN RB VB RB RB,"['cute/JJ', 'place/NN', 'nice/JJ', 'wait/NN', 'staff/NN', 'never/RB', 'go/VB', 'there/RB', 'again/RB']"
It just wasn't Thai.,0,just wasn thai,RB JJ NN,"['just/RB', 'wasn/JJ', 'thai/NN']"
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,0,music blast system isnt great want pay least dollar bottle minimun then ll love here,NN VB NN VB JJ VB VB JJ NN NN NN RB VB VB RB,"['music/NN', 'blast/VB', 'system/NN', 'isnt/VB', 'great/JJ', 'want/VB', 'pay/VB', 'least/JJ', 'dollar/NN', 'bottle/NN', 'minimun/NN', 'then/RB', 'll/VB', 'love/VB', 'here/RB']"
Too bad the food wasn't of the same heritage.,0,too bad food same heritage,RB JJ NN JJ NN,"['too/RB', 'bad/JJ', 'food/NN', 'same/JJ', 'heritage/NN']"
But the pizza is way to expensive.,0,pizza be way expensive,NN VB NN JJ,"['pizza/NN', 'be/VB', 'way/NN', 'expensive/JJ']"
"The service varys from day to day- sometimes they're very nice, and sometimes not.",0,service varys day day sometimes re very nice sometimes not,NN NN NN NN RB NN RB JJ RB RB,"['service/NN', 'varys/NN', 'day/NN', 'day/NN', 'sometimes/RB', 're/NN', 'very/RB', 'nice/JJ', 'sometimes/RB', 'not/RB']"
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",0,order chicken casserole get be few small piece chicken dark meat bone,VB NN NN VB VB JJ JJ NN NN JJ NN NN,"['order/VB', 'chicken/NN', 'casserole/NN', 'get/VB', 'be/VB', 'few/JJ', 'small/JJ', 'piece/NN', 'chicken/NN', 'dark/JJ', 'meat/NN', 'bone/NN']"
But who says Murray's is anything about service.,0,say murray be anything service,VB JJ VB NN NN,"['say/VB', 'murray/JJ', 'be/VB', 'anything/NN', 'service/NN']"
It is expensive but well worth the money.,0,be expensive well money,VB JJ RB NN,"['be/VB', 'expensive/JJ', 'well/RB', 'money/NN']"
"Average to good Thai food, but terrible delivery.",0,average good thai food terrible delivery,JJ JJ NN NN JJ NN,"['average/JJ', 'good/JJ', 'thai/NN', 'food/NN', 'terrible/JJ', 'delivery/NN']"
We were less than impressed.,0,be less impressed,VB JJ JJ,"['be/VB', 'less/JJ', 'impressed/JJ']"
Save yourself the time and trouble and skip this one!,0,save time trouble skip one,VB NN NN NN NN,"['save/VB', 'time/NN', 'trouble/NN', 'skip/NN', 'one/NN']"
Murray won't do it.,0,murray win do,JJ VB VB,"['murray/JJ', 'win/VB', 'do/VB']"
"I would recommend Roxy's for that, but not for their food.",0,recommend roxy not food,VB JJ RB NN,"['recommend/VB', 'roxy/JJ', 'not/RB', 'food/NN']"
Such a disappointment...,0,disappointment,NN,['disappointment/NN']
This place is incredibly tiny.,0,place be incredibly tiny,NN VB RB JJ,"['place/NN', 'be/VB', 'incredibly/RB', 'tiny/JJ']"
"Both times I was extremely dissappointed by the service, which was boarderline rude.",0,time be extremely dissappoint service be boarderline rude,NN VB RB VB NN VB JJ JJ,"['time/NN', 'be/VB', 'extremely/RB', 'dissappoint/VB', 'service/NN', 'be/VB', 'boarderline/JJ', 'rude/JJ']"
the all-u-can-eat sushi is definitely in very poor quality.,0,all eat sushi be definitely very poor quality,RB VB NN VB RB RB JJ NN,"['all/RB', 'eat/VB', 'sushi/NN', 'be/VB', 'definitely/RB', 'very/RB', 'poor/JJ', 'quality/NN']"
"The sandwiches are dry, tasteless and way overpriced.",0,sandwich be dry tasteless way overpriced,NN VB JJ JJ NN JJ,"['sandwich/NN', 'be/VB', 'dry/JJ', 'tasteless/JJ', 'way/NN', 'overpriced/JJ']"
"The fish was adequate, but inexpertly sliced.",0,fish be adequate inexpertly slice,NN VB JJ RB VB,"['fish/NN', 'be/VB', 'adequate/JJ', 'inexpertly/RB', 'slice/VB']"
Zero ambiance to boot.,0,ambiance boot,NN NN,"['ambiance/NN', 'boot/NN']"
The service was the only thing good about this restaurant.,0,service be only thing good restaurant,NN VB JJ NN JJ NN,"['service/NN', 'be/VB', 'only/JJ', 'thing/NN', 'good/JJ', 'restaurant/NN']"
"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",0,editor idea romance be share conversation next table try speak louder traffic,NN NN NN VB VB NN JJ NN VB VB RB NN,"['editor/NN', 'idea/NN', 'romance/NN', 'be/VB', 'share/VB', 'conversation/NN', 'next/JJ', 'table/NN', 'try/VB', 'speak/VB', 'louder/RB', 'traffic/NN']"
"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",0,nobody restaurant give firm answer anything end not person take responsibility anything,NN NN VB JJ NN NN NN RB NN VB NN NN,"['nobody/NN', 'restaurant/NN', 'give/VB', 'firm/JJ', 'answer/NN', 'anything/NN', 'end/NN', 'not/RB', 'person/NN', 'take/VB', 'responsibility/NN', 'anything/NN']"
"A big disappointment, all around.",0,big disappointment,JJ NN,"['big/JJ', 'disappointment/NN']"
Avoid this place!,0,avoid place,VB NN,"['avoid/VB', 'place/NN']"
Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,0,okay don mind oily part cause most be cook way be way too bland,JJ VB VB JJ NN NN RB VB VB NN VB NN RB JJ,"['okay/JJ', 'don/VB', 'mind/VB', 'oily/JJ', 'part/NN', 'cause/NN', 'most/RB', 'be/VB', 'cook/VB', 'way/NN', 'be/VB', 'way/NN', 'too/RB', 'bland/JJ']"
The pizza is overpriced and soggy.,0,pizza be overpriced soggy,NN VB JJ JJ,"['pizza/NN', 'be/VB', 'overpriced/JJ', 'soggy/JJ']"
Haru on Park S is simply disgusting.,0,haru park be simply disgusting,NN NN VB RB JJ,"['haru/NN', 'park/NN', 'be/VB', 'simply/RB', 'disgusting/JJ']"
The rice was poor quality and was cooked so badly it was hard.,0,rice be poor quality be cook so badly be hard,NN VB JJ NN VB VB RB RB VB JJ,"['rice/NN', 'be/VB', 'poor/JJ', 'quality/NN', 'be/VB', 'cook/VB', 'so/RB', 'badly/RB', 'be/VB', 'hard/JJ']"
"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",0,downtown dinner fix appetizer be waiter give poor suggestion try potato stuff kanish best,JJ NN VB NN VB NN VB JJ NN VB NN NN VB RB,"['downtown/JJ', 'dinner/NN', 'fix/VB', 'appetizer/NN', 'be/VB', 'waiter/NN', 'give/VB', 'poor/JJ', 'suggestion/NN', 'try/VB', 'potato/NN', 'stuff/NN', 'kanish/VB', 'best/RB']"
"The food was not fresh, the sauces were bland and very oily.",0,food be not fresh sauce be bland very oily,NN VB RB JJ NN VB JJ RB JJ,"['food/NN', 'be/VB', 'not/RB', 'fresh/JJ', 'sauce/NN', 'be/VB', 'bland/JJ', 'very/RB', 'oily/JJ']"
Food was good not great not worth the wait or another visit,0,food be good not great not wait visit,NN VB JJ RB JJ RB NN NN,"['food/NN', 'be/VB', 'good/JJ', 'not/RB', 'great/JJ', 'not/RB', 'wait/NN', 'visit/NN']"
"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",0,little way don live neighborhood definitely trip be,JJ NN VB NN NN RB NN VB,"['little/JJ', 'way/NN', 'don/VB', 'live/NN', 'neighborhood/NN', 'definitely/RB', 'trip/NN', 'be/VB']"
A Thai restaurant out of rice during dinner?,0,thai restaurant rice dinner,NN NN NN NN,"['thai/NN', 'restaurant/NN', 'rice/NN', 'dinner/NN']"
"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",0,immediately paid waiter take money say okay guy be here,RB VB NN VB NN VB JJ NN VB RB,"['immediately/RB', 'paid/VB', 'waiter/NN', 'take/VB', 'money/NN', 'say/VB', 'okay/JJ', 'guy/NN', 'be/VB', 'here/RB']"
"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.",0,stumble leon think have find quite gem be certainly wrong,VB NN VB VB VB RB NN VB RB JJ,"['stumble/VB', 'leon/NN', 'think/VB', 'have/VB', 'find/VB', 'quite/RB', 'gem/NN', 'be/VB', 'certainly/RB', 'wrong/JJ']"
It just wasn't Thai.,0,just wasn thai,RB JJ NN,"['just/RB', 'wasn/JJ', 'thai/NN']"
The rice was poor quality and was cooked so badly it was hard.,0,rice be poor quality be cook so badly be hard,NN VB JJ NN VB VB RB RB VB JJ,"['rice/NN', 'be/VB', 'poor/JJ', 'quality/NN', 'be/VB', 'cook/VB', 'so/RB', 'badly/RB', 'be/VB', 'hard/JJ']"
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",0,bore inside sushi be pretty average tuna be soggy other roll have flavor,VB NN NN VB RB VB NN VB JJ JJ NN VB NN,"['bore/VB', 'inside/NN', 'sushi/NN', 'be/VB', 'pretty/RB', 'average/VB', 'tuna/NN', 'be/VB', 'soggy/JJ', 'other/JJ', 'roll/NN', 'have/VB', 'flavor/NN']"
"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. ",0,only thing really taste be very salty soy sauce even low sodium vinegar soak rice scallion top fish,JJ NN RB NN VB RB JJ NN NN RB JJ NN NN VB NN NN NN NN,"['only/JJ', 'thing/NN', 'really/RB', 'taste/NN', 'be/VB', 'very/RB', 'salty/JJ', 'soy/NN', 'sauce/NN', 'even/RB', 'low/JJ', 'sodium/NN', 'vinegar/NN', 'soak/VB', 'rice/NN', 'scallion/NN', 'top/NN', 'fish/NN']"
My chow fun and chow see was really bland and oily.,0,chow fun chow see be really bland oily,NN NN NN NN VB RB JJ JJ,"['chow/NN', 'fun/NN', 'chow/NN', 'see/NN', 'be/VB', 'really/RB', 'bland/JJ', 'oily/JJ']"
"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",0,dinner manager grab boyfriend ask be maybe dont know thing work america end storm away almost tearey yell tip be only thing survive,NN NN VB NN VB VB RB VB VB NN NN NN NN VB RB RB VB VB NN VB JJ NN VB,"['dinner/NN', 'manager/NN', 'grab/VB', 'boyfriend/NN', 'ask/VB', 'be/VB', 'maybe/RB', 'dont/VB', 'know/VB', 'thing/NN', 'work/NN', 'america/NN', 'end/NN', 'storm/VB', 'away/RB', 'almost/RB', 'tearey/VB', 'yell/VB', 'tip/NN', 'be/VB', 'only/JJ', 'thing/NN', 'survive/VB']"
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,0,atmosphere be noisy waiter be literally walk do thing fast,NN VB JJ NN VB RB VB VB NN RB,"['atmosphere/NN', 'be/VB', 'noisy/JJ', 'waiter/NN', 'be/VB', 'literally/RB', 'walk/VB', 'do/VB', 'thing/NN', 'fast/RB']"
Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,0,wait staff be blantently unappreciative business best pie uws,JJ NN VB RB JJ NN JJ NN NN,"['wait/JJ', 'staff/NN', 'be/VB', 'blantently/RB', 'unappreciative/JJ', 'business/NN', 'best/JJ', 'pie/NN', 'uws/NN']"
Ravioli was good...but I have to say that I found everything a bit overpriced.,0,ravioli be good have say find everything bit overpriced,NN VB JJ VB VB VB NN NN JJ,"['ravioli/NN', 'be/VB', 'good/JJ', 'have/VB', 'say/VB', 'find/VB', 'everything/NN', 'bit/NN', 'overpriced/JJ']"
"Also, specify if you like your food spicy- its rather bland if you don't.",0,also specify food spicy rather bland don,RB VB NN JJ RB JJ VB,"['also/RB', 'specify/VB', 'food/NN', 'spicy/JJ', 'rather/RB', 'bland/JJ', 'don/VB']"
The food was delicious but do not come here on a empty stomach.,0,food be delicious do not come here empty stomach,NN VB JJ VB RB VB RB JJ NN,"['food/NN', 'be/VB', 'delicious/JJ', 'do/VB', 'not/RB', 'come/VB', 'here/RB', 'empty/JJ', 'stomach/NN']"
This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,0,restaurant be vegetarian be meat dish whatsoever,NN VB JJ VB NN NN RB,"['restaurant/NN', 'be/VB', 'vegetarian/JJ', 'be/VB', 'meat/NN', 'dish/NN', 'whatsoever/RB']"
"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",0,never bring complimentary noodle ignore repeated request sugar throw dish table,RB VB JJ NN VB JJ NN NN VB NN NN,"['never/RB', 'bring/VB', 'complimentary/JJ', 'noodle/NN', 'ignore/VB', 'repeated/JJ', 'request/NN', 'sugar/NN', 'throw/VB', 'dish/NN', 'table/NN']"
"My husbands was perfect, my was well done and dry.",0,husband be perfect be well do dry,NN VB JJ VB RB VB JJ,"['husband/NN', 'be/VB', 'perfect/JJ', 'be/VB', 'well/RB', 'do/VB', 'dry/JJ']"
"The food arrived 20 minutes after I called, cold and soggy.",0,food arrived minute call cold soggy,NN JJ NN VB JJ JJ,"['food/NN', 'arrived/JJ', 'minute/NN', 'call/VB', 'cold/JJ', 'soggy/JJ']"
"Their calzones are horrific, bad, vomit-inducing, YUCK.",0,calzone be horrific bad vomit induce yuck,NN VB JJ JJ VB VB NN,"['calzone/NN', 'be/VB', 'horrific/JJ', 'bad/JJ', 'vomit/VB', 'induce/VB', 'yuck/NN']"
"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",0,dinner manager grab boyfriend ask be maybe dont know thing work america end storm away almost tearey yell tip be only thing survive,NN NN VB NN VB VB RB VB VB NN NN NN NN VB RB RB VB VB NN VB JJ NN VB,"['dinner/NN', 'manager/NN', 'grab/VB', 'boyfriend/NN', 'ask/VB', 'be/VB', 'maybe/RB', 'dont/VB', 'know/VB', 'thing/NN', 'work/NN', 'america/NN', 'end/NN', 'storm/VB', 'away/RB', 'almost/RB', 'tearey/VB', 'yell/VB', 'tip/NN', 'be/VB', 'only/JJ', 'thing/NN', 'survive/VB']"
"Both times I was extremely dissappointed by the service, which was boarderline rude.",0,time be extremely dissappoint service be boarderline rude,NN VB RB VB NN VB JJ JJ,"['time/NN', 'be/VB', 'extremely/RB', 'dissappoint/VB', 'service/NN', 'be/VB', 'boarderline/JJ', 'rude/JJ']"
"however, it's the service that leaves a bad taste in my mouth.",0,however service leave bad taste mouth,RB NN VB JJ NN NN,"['however/RB', 'service/NN', 'leave/VB', 'bad/JJ', 'taste/NN', 'mouth/NN']"
"Yes, the prices are high, but I felt it was worth it.",0,yes price be high felt be worth,RB NN VB JJ NN VB JJ,"['yes/RB', 'price/NN', 'be/VB', 'high/JJ', 'felt/NN', 'be/VB', 'worth/JJ']"
"Took my mom for Mother's Day, and the maitre d' was pretty rude.",0,take mom mother day maitre be pretty rude,VB NN NN NN NN VB JJ JJ,"['take/VB', 'mom/NN', 'mother/NN', 'day/NN', 'maitre/NN', 'be/VB', 'pretty/JJ', 'rude/JJ']"
please don't fool us.,0,please don fool,VB VB NN,"['please/VB', 'don/VB', 'fool/NN']"
"Then, to top things off, she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes. ",0,then top thing drop used silverware boyfriend jacket do not stop apologize clean mess be left clothe,RB VB NN VB JJ NN NN NN VB RB VB VB VB NN VB VB NN,"['then/RB', 'top/VB', 'thing/NN', 'drop/VB', 'used/JJ', 'silverware/NN', 'boyfriend/NN', 'jacket/NN', 'do/VB', 'not/RB', 'stop/VB', 'apologize/VB', 'clean/VB', 'mess/NN', 'be/VB', 'left/VB', 'clothe/NN']"
Never again!,0,never again,RB RB,"['never/RB', 'again/RB']"
"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",0,atmosphere isn greatest suppose keep price,NN JJ JJ VB VB NN,"['atmosphere/NN', 'isn/JJ', 'greatest/JJ', 'suppose/VB', 'keep/VB', 'price/NN']"
Be sure not to get anything other than bagels!..,0,be sure not get anything other bagel,VB JJ RB VB NN JJ NN,"['be/VB', 'sure/JJ', 'not/RB', 'get/VB', 'anything/NN', 'other/JJ', 'bagel/NN']"
"Their calzones are horrific, bad, vomit-inducing, YUCK.",0,calzone be horrific bad vomit induce yuck,NN VB JJ JJ VB VB NN,"['calzone/NN', 'be/VB', 'horrific/JJ', 'bad/JJ', 'vomit/VB', 'induce/VB', 'yuck/NN']"
But the staff was so horrible to us.,0,staff be so horrible,NN VB RB JJ,"['staff/NN', 'be/VB', 'so/RB', 'horrible/JJ']"
"Also, specify if you like your food spicy- its rather bland if you don't.",0,also specify food spicy rather bland don,RB VB NN JJ RB JJ VB,"['also/RB', 'specify/VB', 'food/NN', 'spicy/JJ', 'rather/RB', 'bland/JJ', 'don/VB']"
Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,0,not meal be edible bland make weird rosemary orange flavoring,RB NN VB JJ JJ VB JJ NN JJ NN,"['not/RB', 'meal/NN', 'be/VB', 'edible/JJ', 'bland/JJ', 'make/VB', 'weird/JJ', 'rosemary/NN', 'orange/JJ', 'flavoring/NN']"
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,0,be downside re order delivery guy have major attitude,VB NN NN VB NN NN VB JJ NN,"['be/VB', 'downside/NN', 're/NN', 'order/VB', 'delivery/NN', 'guy/NN', 'have/VB', 'major/JJ', 'attitude/NN']"
The menu is limited but almost all of the dishes are excellent.,0,menu be limited almost dish be excellent,NN VB JJ RB NN VB JJ,"['menu/NN', 'be/VB', 'limited/JJ', 'almost/RB', 'dish/NN', 'be/VB', 'excellent/JJ']"
My chow fun and chow see was really bland and oily.,0,chow fun chow see be really bland oily,NN NN NN NN VB RB JJ JJ,"['chow/NN', 'fun/NN', 'chow/NN', 'see/NN', 'be/VB', 'really/RB', 'bland/JJ', 'oily/JJ']"
"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",0,service be terrible have wait everything ask several different person same thing be allow be serve,NN VB JJ VB VB NN VB JJ JJ NN JJ NN VB VB VB VB,"['service/NN', 'be/VB', 'terrible/JJ', 'have/VB', 'wait/VB', 'everything/NN', 'ask/VB', 'several/JJ', 'different/JJ', 'person/NN', 'same/JJ', 'thing/NN', 'be/VB', 'allow/VB', 'be/VB', 'serve/VB']"
"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",0,downtown dinner fix appetizer be waiter give poor suggestion try potato stuff kanish best,JJ NN VB NN VB NN VB JJ NN VB NN NN VB RB,"['downtown/JJ', 'dinner/NN', 'fix/VB', 'appetizer/NN', 'be/VB', 'waiter/NN', 'give/VB', 'poor/JJ', 'suggestion/NN', 'try/VB', 'potato/NN', 'stuff/NN', 'kanish/VB', 'best/RB']"
"Yes, the prices are high, but I felt it was worth it.",0,yes price be high felt be worth,RB NN VB JJ NN VB JJ,"['yes/RB', 'price/NN', 'be/VB', 'high/JJ', 'felt/NN', 'be/VB', 'worth/JJ']"
"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",0,have reservation all eat deal however choice be fairly limit probably order more food eat less just go menu,VB NN RB VB NN RB NN VB RB VB RB NN JJ NN VB JJ RB VB NN,"['have/VB', 'reservation/NN', 'all/RB', 'eat/VB', 'deal/NN', 'however/RB', 'choice/NN', 'be/VB', 'fairly/RB', 'limit/VB', 'probably/RB', 'order/NN', 'more/JJ', 'food/NN', 'eat/VB', 'less/JJ', 'just/RB', 'go/VB', 'menu/NN']"
I won't go back unless someone else is footing the bill.,0,win go back someone else be foot bill,VB VB RB NN RB VB VB NN,"['win/VB', 'go/VB', 'back/RB', 'someone/NN', 'else/RB', 'be/VB', 'foot/VB', 'bill/NN']"
I thought this place was totally overrated.,0,think place be totally overrate,VB NN VB RB VB,"['think/VB', 'place/NN', 'be/VB', 'totally/RB', 'overrate/VB']"
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,0,lobster sandwich be be good be not nearly enough warrant price,NN NN VB VB JJ VB RB RB JJ VB NN,"['lobster/NN', 'sandwich/NN', 'be/VB', 'be/VB', 'good/JJ', 'be/VB', 'not/RB', 'nearly/RB', 'enough/JJ', 'warrant/VB', 'price/NN']"
"In fact, it appears he is going to go postal at any moment.",0,fact appear be go go postal moment,NN VB VB VB VB JJ NN,"['fact/NN', 'appear/VB', 'be/VB', 'go/VB', 'go/VB', 'postal/JJ', 'moment/NN']"
"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",0,guacamole shrimp appetizer be really great have filet very good didn much frite come filet be so good care,NN NN NN VB RB JJ VB NN RB JJ VB RB NN VB NN VB RB JJ VB,"['guacamole/NN', 'shrimp/NN', 'appetizer/NN', 'be/VB', 'really/RB', 'great/JJ', 'have/VB', 'filet/NN', 'very/RB', 'good/JJ', 'didn/VB', 'much/RB', 'frite/NN', 'come/VB', 'filet/NN', 'be/VB', 'so/RB', 'good/JJ', 'care/VB']"
"After all that, they complained to me about the small tip.",0,complain small tip,VB JJ NN,"['complain/VB', 'small/JJ', 'tip/NN']"
Decor is nice though service can be spotty.,0,decor be nice service be spotty,NN VB JJ NN VB JJ,"['decor/NN', 'be/VB', 'nice/JJ', 'service/NN', 'be/VB', 'spotty/JJ']"
Wouldn't recomend it for dinner!,0,wouldn recomend dinner,JJ NN NN,"['wouldn/JJ', 'recomend/NN', 'dinner/NN']"
"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",0,yes use fancy ingredient even fancy ingredient don make good pizza someone know get crust right,RB VB JJ NN RB JJ NN VB VB JJ NN NN VB VB NN RB,"['yes/RB', 'use/VB', 'fancy/JJ', 'ingredient/NN', 'even/RB', 'fancy/JJ', 'ingredient/NN', 'don/VB', 'make/VB', 'good/JJ', 'pizza/NN', 'someone/NN', 'know/VB', 'get/VB', 'crust/NN', 'right/RB']"
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",0,thalia be beautiful restaurant beautiful person serve food doesn quite match,NN VB JJ NN JJ NN VB NN JJ RB VB,"['thalia/NN', 'be/VB', 'beautiful/JJ', 'restaurant/NN', 'beautiful/JJ', 'person/NN', 'serve/VB', 'food/NN', 'doesn/JJ', 'quite/RB', 'match/VB']"
I just don't understand all the hype...,0,just don understand hype,RB VB VB NN,"['just/RB', 'don/VB', 'understand/VB', 'hype/NN']"
"A big disappointment, all around.",0,big disappointment,JJ NN,"['big/JJ', 'disappointment/NN']"
The workers there also absolutely load the bagel with cream cheese (gets a little messy).,0,worker also absolutely load bagel cream cheese get little messy,NN RB RB VB NN NN NN VB JJ JJ,"['worker/NN', 'also/RB', 'absolutely/RB', 'load/VB', 'bagel/NN', 'cream/NN', 'cheese/NN', 'get/VB', 'little/JJ', 'messy/JJ']"
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",0,wait here be long dim sum don sharing table typical raucous dim sum atmosphere be not gig be sleek chinatown alternative,NN RB VB JJ JJ NN VB NN NN JJ JJ JJ NN NN VB RB NN VB JJ JJ NN,"['wait/NN', 'here/RB', 'be/VB', 'long/JJ', 'dim/JJ', 'sum/NN', 'don/VB', 'sharing/NN', 'table/NN', 'typical/JJ', 'raucous/JJ', 'dim/JJ', 'sum/NN', 'atmosphere/NN', 'be/VB', 'not/RB', 'gig/NN', 'be/VB', 'sleek/JJ', 'chinatown/JJ', 'alternative/NN']"
"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.",0,stumble leon think have find quite gem be certainly wrong,VB NN VB VB VB RB NN VB RB JJ,"['stumble/VB', 'leon/NN', 'think/VB', 'have/VB', 'find/VB', 'quite/RB', 'gem/NN', 'be/VB', 'certainly/RB', 'wrong/JJ']"
Murray won't do it.,0,murray win do,JJ VB VB,"['murray/JJ', 'win/VB', 'do/VB']"
Would NEVER go back there.,0,never go back there,RB VB RB RB,"['never/RB', 'go/VB', 'back/RB', 'there/RB']"
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",0,so many good restaurant uws don need overpriced food absurdly arrogant wait staff don recognize work glorify diner clumsy service management doesn care,RB JJ JJ NN NN VB VB JJ NN RB JJ NN NN VB VB VB VB NN JJ NN NN VB NN,"['so/RB', 'many/JJ', 'good/JJ', 'restaurant/NN', 'uws/NN', 'don/VB', 'need/VB', 'overpriced/JJ', 'food/NN', 'absurdly/RB', 'arrogant/JJ', 'wait/NN', 'staff/NN', 'don/VB', 'recognize/VB', 'work/VB', 'glorify/VB', 'diner/NN', 'clumsy/JJ', 'service/NN', 'management/NN', 'doesn/VB', 'care/NN']"
"those rolls were big, but not good and sashimi wasn't fresh.",0,roll be big not good sashimi wasn fresh,NN VB JJ RB JJ NN VB JJ,"['roll/NN', 'be/VB', 'big/JJ', 'not/RB', 'good/JJ', 'sashimi/NN', 'wasn/VB', 'fresh/JJ']"
"Their calzones are horrific, bad, vomit-inducing, YUCK.",0,calzone be horrific bad vomit induce yuck,NN VB JJ JJ VB VB NN,"['calzone/NN', 'be/VB', 'horrific/JJ', 'bad/JJ', 'vomit/VB', 'induce/VB', 'yuck/NN']"
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,0,order beef noodle soup dish thai section menu nothing get be thai,VB NN JJ NN NN NN NN NN NN VB VB NN,"['order/VB', 'beef/NN', 'noodle/JJ', 'soup/NN', 'dish/NN', 'thai/NN', 'section/NN', 'menu/NN', 'nothing/NN', 'get/VB', 'be/VB', 'thai/NN']"
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,0,music blast system isnt great want pay least dollar bottle minimun then ll love here,NN VB NN VB JJ VB VB JJ NN NN NN RB VB VB RB,"['music/NN', 'blast/VB', 'system/NN', 'isnt/VB', 'great/JJ', 'want/VB', 'pay/VB', 'least/JJ', 'dollar/NN', 'bottle/NN', 'minimun/NN', 'then/RB', 'll/VB', 'love/VB', 'here/RB']"
"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",0,whole set be truly unprofessional wish cafe get good staff current one be great place,VB VB VB RB JJ NN NN VB JJ NN JJ NN VB JJ NN,"['whole/VB', 'set/VB', 'be/VB', 'truly/RB', 'unprofessional/JJ', 'wish/NN', 'cafe/NN', 'get/VB', 'good/JJ', 'staff/NN', 'current/JJ', 'one/NN', 'be/VB', 'great/JJ', 'place/NN']"
The service was the only thing good about this restaurant.,0,service be only thing good restaurant,NN VB JJ NN JJ NN,"['service/NN', 'be/VB', 'only/JJ', 'thing/NN', 'good/JJ', 'restaurant/NN']"
The soup for the udon was soy sauce and water.,0,soup be soy sauce water,NN VB NN NN NN,"['soup/NN', 'be/VB', 'soy/NN', 'sauce/NN', 'water/NN']"
Would NEVER go back there.,0,never go back there,RB VB RB RB,"['never/RB', 'go/VB', 'back/RB', 'there/RB']"
The hostess is rude to the point of being offensive.,0,hostess be rude point be offensive,NN VB JJ NN VB JJ,"['hostess/NN', 'be/VB', 'rude/JJ', 'point/NN', 'be/VB', 'offensive/JJ']"
"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",0,food be just average lower price just bit be bigger draw,NN VB RB JJ VB NN RB NN VB JJ VB,"['food/NN', 'be/VB', 'just/RB', 'average/JJ', 'lower/VB', 'price/NN', 'just/RB', 'bit/NN', 'be/VB', 'bigger/JJ', 'draw/VB']"
